#com.bnc.android
#./workspace/com.bnc.android_0/app3866.apk
#time,user_cpu,nice_cpu,system_cpu,idle_cpu,iowait_cpu,irq_cpu,softirq_cpu,steal_cpu,receive_byte,receive_packet,transmit_byte,transmit_packet,state,minflt,cminflt,majflt,cmahflat,utime,stime,cutime,cstime,numthread,vss,rss,processor,rmsize,vmsize,shared,text,data
2023-01-11 16:48:04.700681,779,142,545,726,656,0,0,0,615536,1656,686348,1517,S,4618,720,10,0,6,3,0,0,18,3297488896,28383,1,805051,28383,22796,5,0
2023-01-11 16:48:04.952207,783,146,548,726,656,0,0,0,626031,1715,712417,1579,S,4618,720,10,0,6,3,0,0,18,3297488896,28383,1,805320,28383,22796,5,0
2023-01-11 16:48:05.223151,790,154,553,726,656,0,0,0,703207,1816,722343,1657,S,4630,720,10,0,6,3,0,0,18,3297488896,28383,1,805051,28383,22796,5,0
2023-01-11 16:48:05.479136,799,155,557,726,656,0,0,0,705919,1849,727636,1693,S,4646,720,10,0,7,3,0,0,18,3297488896,28383,1,805320,28383,22796,5,0
2023-01-11 16:48:05.750138,807,156,560,726,656,0,0,0,708488,1879,732816,1729,S,4672,720,10,0,7,3,0,0,18,3297488896,28506,1,805051,28506,22917,5,0
2023-01-11 16:48:06.014391,812,158,563,726,656,0,0,0,712575,1927,740799,1779,S,4673,720,10,0,7,3,0,0,18,3297488896,28506,1,805051,28507,22917,5,0
2023-01-11 16:48:06.279802,818,160,566,726,656,0,0,0,721255,1972,747630,1826,S,4710,720,10,0,8,3,0,0,18,3297488896,28507,1,805052,28821,23167,5,0
2023-01-11 16:48:06.535171,829,163,570,726,656,0,0,0,724650,2008,754122,1864,S,4938,720,10,0,9,3,0,0,19,3299225600,28998,1,805698,28659,22983,5,0
2023-01-11 16:48:06.807893,853,165,577,728,657,0,0,0,733130,2057,774384,1915,S,4990,720,10,0,9,3,0,0,21,3300139008,28659,1,805698,28659,22983,5,0
2023-01-11 16:48:07.066342,876,166,582,728,657,0,0,0,736570,2082,778741,1941,S,4990,720,10,0,9,3,0,0,21,3300139008,28659,1,805698,28659,22983,5,0
2023-01-11 16:48:07.327131,904,168,587,729,657,0,0,0,738294,2103,781583,1963,S,4990,720,10,0,9,3,0,0,21,3300139008,28659,1,805698,28659,22983,5,0
2023-01-11 16:48:07.587934,936,170,595,735,657,0,0,0,741124,2137,787791,1997,S,4990,720,10,0,9,3,0,0,21,3300139008,28659,1,805698,28659,22983,5,0
2023-01-11 16:48:07.863437,958,170,599,735,657,0,0,0,742584,2154,790567,2018,S,4990,720,10,0,9,3,0,0,21,3300139008,28659,1,805698,28659,22983,5,0
2023-01-11 16:48:08.123900,977,170,603,742,657,0,0,0,745050,2184,796519,2051,S,4990,720,10,0,9,3,0,0,21,3300139008,28659,1,805698,28659,22983,5,0
2023-01-11 16:48:08.397038,1011,171,609,751,658,0,0,0,747360,2212,801213,2081,S,4990,720,10,0,9,3,0,0,21,3300139008,28659,1,805698,28659,22983,5,0
2023-01-11 16:48:08.647022,1027,171,612,761,658,0,0,0,749868,2243,805950,2112,S,4997,720,10,0,9,3,0,0,21,3300270080,28659,1,805730,28659,22983,5,0
2023-01-11 16:48:08.902325,1047,171,615,780,658,0,0,0,752400,2274,810867,2145,S,5000,720,10,0,9,3,0,0,21,3300270080,28650,1,805730,28650,22983,5,0
2023-01-11 16:48:09.159530,1066,171,618,796,659,0,0,0,754842,2304,815562,2175,S,5000,720,10,0,9,3,0,0,21,3300270080,28650,1,805730,28650,22983,5,0
2023-01-11 16:48:09.395063,1084,171,621,814,659,0,0,0,757392,2336,820269,2206,S,5000,720,10,0,9,3,0,0,21,3300270080,28650,1,805730,28650,22983,5,0
2023-01-11 16:48:09.665464,1110,171,624,835,659,0,0,0,760122,2370,825162,2239,S,5000,720,10,0,9,3,0,0,21,3300270080,28650,1,805730,28650,22983,5,0
2023-01-11 16:48:09.925860,1136,172,628,842,659,0,0,0,762630,2401,829833,2269,S,5000,720,10,0,9,3,0,0,21,3300270080,28650,1,805730,28650,22983,5,0
2023-01-11 16:48:10.201424,1167,172,633,845,659,0,0,0,764874,2428,834438,2298,S,5000,720,10,0,9,3,0,0,21,3300270080,28650,1,805730,28650,22983,5,0
2023-01-11 16:48:10.476002,1194,172,637,854,659,0,0,0,767184,2456,839265,2330,S,5000,720,10,0,9,3,0,0,21,3300270080,28650,1,805730,28650,22983,5,0
2023-01-11 16:48:10.738272,1220,172,641,861,659,0,0,0,769644,2486,844054,2361,S,5000,720,10,0,9,3,0,0,21,3300270080,28650,1,805730,28650,22983,5,0
2023-01-11 16:48:11.000994,1248,172,646,868,659,0,0,0,772020,2515,848947,2394,S,5000,720,10,0,9,3,0,0,21,3300270080,28650,1,806313,28653,23077,5,0
2023-01-11 16:48:11.271830,1277,174,654,878,659,0,0,0,775398,2557,855549,2434,S,5603,1446,10,0,11,4,1,0,22,3302060032,28846,1,806167,28846,23207,5,0
2023-01-11 16:48:11.534854,1293,178,658,878,659,0,0,0,777170,2578,858845,2461,S,5603,1446,10,0,11,4,1,0,22,3302060032,28846,1,806167,28846,23207,5,0
2023-01-11 16:48:11.809030,1318,184,662,880,659,0,0,0,779636,2608,863646,2493,S,5603,1446,10,0,11,4,1,0,22,3302060032,28846,1,806167,28846,23207,5,0
2023-01-11 16:48:12.091282,1348,194,670,884,659,0,0,0,781880,2635,868999,2528,S,5603,1446,10,0,11,4,1,0,22,3302060032,28846,1,806167,28846,23207,5,0
2023-01-11 16:48:12.345434,1366,198,673,886,659,0,0,0,783992,2660,873788,2559,S,5603,1446,10,0,11,4,1,0,22,3302060032,28846,1,806167,28846,23207,5,0
2023-01-11 16:48:12.605910,1376,211,676,904,659,0,0,0,786212,2687,879438,2594,R,5782,1446,10,0,13,4,1,0,22,3302166528,29207,1,806956,31125,25024,5,0
2023-01-11 16:48:12.872672,1396,211,685,910,660,0,0,0,788258,2711,885174,2624,S,7414,1446,47,0,16,5,1,0,22,3306762240,31488,0,806977,31300,25147,5,0
2023-01-11 16:48:13.143358,1428,211,690,918,660,0,0,0,790946,2744,890030,2656,S,7839,1446,49,0,17,6,1,0,22,3305218048,31368,0,806854,31393,25165,5,0
2023-01-11 16:48:13.407210,1456,212,694,924,660,0,0,0,793058,2769,894438,2682,R,8034,1446,50,0,17,6,1,0,22,3304873984,31393,1,807088,31605,25368,5,0
2023-01-11 16:48:13.662451,1483,212,699,929,661,0,0,0,795212,2795,899374,2715,R,8404,1446,50,0,19,6,1,0,22,3305832448,31605,0,807076,31575,25256,5,0
2023-01-11 16:48:13.920212,1509,212,705,934,661,0,0,0,797810,2827,904410,2749,S,9015,2165,50,0,21,7,1,0,23,3305783296,31576,1,807076,31576,25256,5,0
2023-01-11 16:48:14.187806,1525,213,710,951,661,0,0,0,800762,2864,910207,2787,S,9048,2165,50,0,22,7,1,0,23,3305783296,31657,0,807076,31659,25331,5,0
2023-01-11 16:48:14.438018,1537,213,713,978,661,0,0,0,809012,2907,917315,2832,S,9077,2165,50,0,23,7,1,0,23,3305783296,31659,1,807076,31660,25331,5,0
2023-01-11 16:48:14.708653,1542,221,718,1008,662,0,0,0,812461,2943,923132,2873,S,9153,2165,50,0,23,8,1,0,23,3305783296,31694,0,807076,31694,25363,5,0
2023-01-11 16:48:14.968980,1567,224,723,1014,664,0,0,0,814705,2970,929110,2907,S,9154,2165,50,0,23,8,1,0,23,3305783296,31694,1,807076,31696,25363,5,0
2023-01-11 16:48:15.249116,1591,224,728,1023,664,0,0,0,816925,2997,933631,2935,S,9192,2165,50,0,24,8,1,0,23,3305783296,31696,1,807077,31734,25363,5,0
2023-01-11 16:48:15.514547,1623,224,732,1032,664,0,0,0,819679,3031,938686,2970,S,9364,2165,57,0,26,9,1,0,23,3305783296,31935,0,807076,31935,25502,5,0
2023-01-11 16:48:15.762932,1640,224,736,1045,664,0,0,0,824328,3086,946547,3028,S,9366,2165,57,0,26,9,1,0,23,3305783296,31935,0,807076,31939,25502,5,0
2023-01-11 16:48:16.029556,1660,225,743,1063,665,0,0,0,827244,3121,953719,3073,S,9372,2165,57,0,27,9,1,0,23,3305783296,31939,1,807076,31939,25502,5,0
2023-01-11 16:48:16.291643,1672,225,747,1092,665,0,0,0,829974,3155,958710,3107,S,9374,2165,57,0,28,10,1,0,23,3305783296,31931,0,807076,31931,25502,5,0
2023-01-11 16:48:16.547530,1682,225,751,1122,665,0,0,0,832506,3186,963612,3140,S,9503,2165,57,0,29,10,1,0,23,3306160128,31996,0,807076,31980,25533,5,0
2023-01-11 16:48:16.813124,1706,225,755,1141,666,0,0,0,835236,3220,968496,3172,R,9569,2165,58,0,31,10,1,0,23,3305857024,31980,1,807094,31980,25533,5,0
2023-01-11 16:48:17.080159,1725,226,760,1156,666,0,0,0,837966,3254,973314,3203,R,9727,2165,58,0,32,10,1,0,23,3305857024,31980,0,807197,32154,25674,5,0
